Employee_ID,Age,Department,Job_Level,Years_at_Company,Monthly_Hours_Worked,Remote_Work,Meetings_per_Week,Tasks_Completed_Per_Day,Overtime_Hours_Per_Week,Work_Life_Balance,Job_Satisfaction,Productivity_Score,Annual_Salary,Absences_Per_Year
4430,51,Finance,Senior,6,219,Yes,13,10,7,Excellent,3,98.64,134769,19
4431,49,Sales,Mid,25,168,No,11,9,1,Average,8,74.94,145406,16
4432,53,Sales,Mid,26,205,Yes,5,13,10,Average,7,58.71,86075,0
4433,48,IT,Mid,3,134,Yes,13,10,4,Good,7,83.35,99121,11
4434,43,HR,Senior,22,206,Yes,12,7,0,Good,6,93.33,43611,6
4435,36,HR,Entry,10,217,No,0,17,3,Average,8,73.94,112263,3
4436,59,Finance,Mid,13,162,No,2,15,4,Average,7,94.55,176901,3
4437,58,IT,Manager,9,154,No,11,12,9,Good,5,88.62,46729,10
4438,57,Finance,Senior,18,203,No,0,3,4,Average,2,55.72,196137,16
4439,59,Finance,Entry,3,161,Hybrid,8,10,11,Average,1,92.75,61661,18
4440,28,Operations,Mid,7,212,No,14,19,1,Poor,1,55.71,118038,8
4441,52,HR,Mid,5,211,Hybrid,14,7,5,Poor,7,69.28,164232,3
4442,51,IT,Entry,16,192,No,10,14,2,Excellent,5,96.56,181189,15
4443,35,Sales,Entry,9,151,No,10,11,0,Poor,2,63.44,197451,11
4444,55,HR,Senior,27,191,Yes,12,10,0,Good,8,50.47,51299,14
4445,48,Finance,Mid,28,167,No,10,7,8,Poor,6,71.36,60876,1
4446,44,Finance,Mid,29,196,No,10,16,14,Excellent,1,97.07,36824,4
4447,24,Marketing,Entry,13,217,Yes,6,8,6,Average,7,71.22,118352,17
4448,26,IT,Mid,12,144,No,3,11,13,Good,7,55.37,65454,19
4449,51,Sales,Mid,1,194,No,7,9,7,Average,2,70.99,148193,4
4450,28,Sales,Mid,24,143,No,8,9,14,Good,7,99.34,50304,5
4451,39,Finance,Senior,27,187,Hybrid,2,16,7,Average,7,60.1,137789,18
4452,59,Marketing,Entry,22,154,No,1,4,14,Good,6,95.68,66100,11
4453,31,Marketing,Manager,29,155,Yes,6,5,12,Poor,6,55.93,174664,10
4454,55,IT,Mid,18,185,Yes,12,11,8,Average,7,55.38,189774,15
4455,54,Finance,Mid,6,213,No,2,6,14,Average,6,52.41,107219,16
4456,53,Finance,Mid,17,159,Yes,2,4,2,Poor,3,58.04,140603,18
4457,52,Finance,Mid,23,189,Hybrid,2,14,4,Average,1,97.1,80367,5
4458,49,IT,Entry,25,126,Hybrid,10,4,10,Average,3,91.07,193464,2
4459,25,Sales,Entry,19,171,Hybrid,4,10,9,Average,6,66.68,109361,18
4460,36,HR,Entry,20,196,No,11,17,2,Good,2,56.96,40853,5
4461,23,Marketing,Manager,29,162,Yes,11,3,0,Poor,3,78.04,134466,14
4462,44,Sales,Senior,6,203,Hybrid,12,6,11,Excellent,3,56.17,93832,1
4463,44,HR,Entry,5,124,No,10,18,10,Average,7,83.72,92019,18
4464,56,Sales,Mid,2,143,Yes,7,8,4,Excellent,7,94.16,118689,3
4465,48,Sales,Manager,24,161,Hybrid,14,14,14,Excellent,1,76.16,63648,2
4466,47,Sales,Manager,26,153,Hybrid,0,11,7,Average,5,61.59,157139,18
4467,55,Sales,Mid,10,206,Hybrid,5,17,10,Poor,6,65.73,35837,1
4468,34,Finance,Senior,26,192,Hybrid,6,4,6,Good,5,69.1,135065,12
4469,31,Sales,Mid,27,145,No,10,12,13,Excellent,8,98.01,96841,11
4470,47,HR,Entry,11,209,No,0,12,2,Good,5,93.0,107104,13
4471,25,HR,Mid,24,201,No,6,19,13,Good,6,77.29,189034,5
4472,39,Marketing,Mid,2,155,No,13,16,13,Poor,4,84.17,36907,4
4473,56,Operations,Mid,18,136,No,1,17,5,Average,3,54.89,84839,5
4474,38,IT,Entry,26,188,No,11,17,7,Average,8,59.14,79251,1
4475,48,HR,Senior,29,125,No,11,17,2,Excellent,1,77.54,168017,1
4476,29,HR,Manager,16,153,No,0,10,2,Average,6,56.31,146748,12
4477,34,HR,Senior,23,172,Yes,9,16,7,Excellent,6,51.01,95978,12
4478,43,HR,Mid,3,214,Hybrid,3,3,3,Average,8,55.26,165420,2
4479,57,IT,Mid,25,156,Hybrid,1,3,7,Poor,5,55.19,49149,8
4480,51,IT,Mid,11,139,No,11,19,11,Poor,5,87.06,157053,18
4481,56,Operations,Mid,22,177,No,8,7,13,Poor,2,92.5,163582,9
4482,25,Sales,Entry,3,195,No,7,15,4,Good,8,90.7,165629,12
4483,34,Operations,Senior,6,178,Yes,3,16,8,Average,6,99.56,166209,9
4484,27,HR,Entry,24,130,Yes,11,18,11,Good,3,94.3,104055,11
4485,39,HR,Senior,23,213,Hybrid,6,17,1,Average,7,71.35,156386,10
4486,29,Marketing,Mid,29,159,Yes,7,11,6,Average,6,72.45,49943,8
4487,41,Marketing,Mid,23,197,No,8,8,2,Good,1,65.39,145817,16
4488,42,Marketing,Entry,5,175,No,14,5,10,Average,2,60.92,68804,12
4489,53,Marketing,Mid,10,140,Yes,4,16,12,Average,5,89.59,69640,16
4490,53,Sales,Entry,20,206,No,12,16,7,Average,8,81.9,55604,12
4491,23,Finance,Senior,11,219,No,3,17,3,Average,8,57.01,62481,1
4492,23,Marketing,Mid,28,188,Hybrid,12,15,1,Good,3,85.06,38113,18
4493,53,Marketing,Entry,24,165,No,14,3,7,Average,2,59.69,90108,7
4494,43,IT,Entry,25,186,No,7,8,10,Excellent,5,70.65,198625,5
4495,47,Operations,Mid,18,151,No,2,19,0,Good,2,94.61,125668,1
4496,31,HR,Mid,27,211,No,12,6,9,Average,3,53.23,106774,1
4497,26,Sales,Mid,21,123,Hybrid,1,10,2,Average,1,68.58,163574,1
4498,33,HR,Senior,7,145,Hybrid,10,13,6,Average,8,51.17,103619,17
4499,53,Finance,Mid,16,150,Hybrid,12,10,2,Good,9,72.31,78272,16
4500,39,Sales,Mid,21,193,Hybrid,2,17,12,Poor,6,83.85,148209,7
4501,31,Finance,Entry,24,195,Hybrid,5,11,8,Average,1,50.02,132808,18
4502,44,HR,Entry,15,180,No,7,7,6,Average,1,82.81,81564,17
4503,22,IT,Entry,8,136,Hybrid,2,13,12,Poor,1,82.42,98357,19
4504,58,Marketing,Entry,28,172,Yes,12,6,7,Excellent,3,95.35,180432,19
4505,39,HR,Manager,21,165,Hybrid,9,15,4,Average,5,72.11,94705,6
4506,51,Sales,Mid,8,127,No,1,19,3,Average,6,57.96,70530,19
4507,40,Marketing,Mid,28,194,No,7,6,9,Poor,2,84.1,83170,13
4508,59,Sales,Entry,2,191,No,10,9,14,Good,7,69.27,67779,2
4509,38,Finance,Mid,15,149,No,12,13,13,Poor,8,58.68,110819,16
4510,49,Sales,Mid,15,202,No,9,4,7,Poor,2,81.38,176269,14
4511,43,IT,Entry,12,137,No,13,18,11,Average,3,55.72,124129,13
4512,59,Finance,Entry,11,176,Yes,4,7,0,Average,4,57.9,163793,19
4513,53,Operations,Senior,5,127,Hybrid,12,14,4,Good,2,86.68,199471,4
4514,46,Operations,Entry,21,199,Hybrid,7,15,11,Average,4,84.46,168677,4
4515,30,HR,Mid,27,145,Yes,11,4,8,Average,9,79.95,117556,16
4516,57,Marketing,Manager,9,140,Yes,11,3,6,Good,7,89.33,89738,1
4517,58,Marketing,Mid,26,167,Hybrid,3,13,9,Average,3,57.51,185797,5
4518,22,IT,Mid,12,170,Hybrid,5,6,8,Average,7,53.89,50609,17
4519,50,Sales,Senior,2,181,No,12,19,11,Good,3,99.62,35379,13
4520,36,HR,Senior,3,190,No,5,10,6,Excellent,1,75.76,81823,10
4521,50,Operations,Entry,26,162,Yes,0,13,2,Good,5,98.46,177114,13
4522,42,Sales,Entry,25,121,Yes,4,4,2,Good,8,79.67,91680,19
4523,33,Operations,Entry,22,140,No,1,15,5,Poor,3,85.53,96735,1
4524,47,Sales,Mid,6,181,No,1,15,6,Average,2,64.79,146680,5
4525,52,IT,Entry,26,123,Hybrid,7,18,7,Poor,9,93.38,77595,17
4526,56,Operations,Mid,20,172,No,1,3,14,Good,5,69.33,97070,14
4527,35,Finance,Senior,19,145,No,0,12,14,Poor,7,93.93,59898,19
4528,28,Operations,Manager,8,204,Hybrid,7,15,14,Average,1,64.24,190066,8
4529,24,Finance,Mid,17,130,No,10,3,1,Average,1,79.57,55992,19
4530,25,IT,Senior,9,168,Hybrid,4,17,1,Average,5,89.12,107130,7
4531,23,IT,Mid,1,195,No,11,19,8,Poor,3,89.21,178566,11
4532,56,IT,Entry,13,161,Yes,9,10,1,Good,3,89.45,101811,6
4533,54,Sales,Senior,18,195,Yes,13,13,7,Average,6,99.8,59416,14
4534,58,Operations,Senior,20,147,No,1,18,4,Average,1,97.86,58398,17
4535,34,Operations,Entry,21,159,Hybrid,10,13,12,Poor,8,60.14,159001,17
4536,28,Sales,Mid,20,166,Hybrid,14,18,14,Poor,7,68.47,166452,9
4537,48,HR,Manager,12,169,Hybrid,7,3,12,Good,7,75.81,60213,19
4538,24,IT,Manager,12,164,Hybrid,10,16,12,Good,5,86.37,41565,7
4539,38,Sales,Mid,12,133,No,10,12,9,Good,6,83.84,148904,16
4540,46,Finance,Entry,26,203,No,12,19,9,Poor,8,83.71,112714,14
4541,51,Operations,Entry,10,148,No,1,16,0,Average,8,64.13,175810,14
4542,35,Operations,Senior,8,159,No,8,3,2,Excellent,7,66.87,84144,15
4543,50,IT,Mid,28,193,Hybrid,0,9,6,Good,1,60.28,199177,11
4544,26,Finance,Mid,12,172,Yes,2,7,2,Good,4,94.01,196625,17
4545,28,Marketing,Entry,25,146,Yes,7,6,0,Poor,8,70.94,64857,18
4546,40,HR,Mid,21,216,Hybrid,8,18,1,Average,5,73.4,108388,10
4547,54,Marketing,Mid,16,173,Hybrid,12,19,7,Excellent,2,97.9,136268,17
4548,42,HR,Mid,18,159,Hybrid,0,4,9,Poor,6,95.82,189746,9
4549,42,IT,Entry,17,219,No,2,10,0,Good,3,63.97,121788,15
4550,38,Operations,Mid,11,200,No,8,9,9,Poor,9,94.41,92209,19
4551,44,HR,Mid,9,183,No,1,3,11,Average,1,77.41,93576,10
4552,48,Sales,Senior,21,162,Yes,4,6,1,Average,4,82.71,181218,2
4553,52,Finance,Entry,3,178,Yes,12,14,14,Poor,5,71.47,72871,7
4554,36,Operations,Senior,4,145,Yes,12,17,1,Good,1,99.22,36923,8
4555,22,Sales,Entry,17,177,No,1,17,0,Good,3,84.21,184807,18
4556,41,IT,Mid,29,127,Yes,14,19,2,Average,2,67.53,181145,11
4557,55,Marketing,Entry,8,189,Yes,5,12,1,Good,6,78.53,140449,18
4558,22,Finance,Senior,17,179,Hybrid,1,16,7,Average,5,93.41,41648,14
4559,53,IT,Mid,5,169,No,9,11,3,Poor,3,53.22,125024,14
4560,43,Sales,Mid,16,215,No,11,17,6,Average,6,60.95,65370,18
4561,50,Sales,Mid,17,189,Yes,4,14,14,Poor,6,50.36,103064,3
4562,32,HR,Mid,8,211,Yes,5,15,7,Good,6,57.94,189949,13
4563,54,HR,Entry,21,201,Yes,10,3,3,Average,1,77.39,37174,5
4564,59,Marketing,Manager,12,157,Yes,8,9,11,Poor,5,68.71,176017,10
4565,22,HR,Senior,15,125,Hybrid,7,14,11,Good,8,74.73,176061,4
4566,59,HR,Mid,5,193,Hybrid,7,12,4,Excellent,9,74.27,143371,15
4567,30,HR,Entry,23,132,No,7,16,14,Good,1,59.42,125308,18
4568,34,Marketing,Mid,22,197,Hybrid,11,18,10,Poor,7,91.11,198204,5
4569,45,IT,Mid,10,216,Yes,7,14,4,Good,3,67.15,68690,18
4570,57,Operations,Senior,15,151,Yes,0,4,14,Poor,2,91.91,39571,13
4571,41,Finance,Entry,9,200,Hybrid,7,9,8,Average,3,59.74,141617,8
4572,22,IT,Mid,15,200,Hybrid,0,18,6,Average,9,67.16,125590,6
4573,56,Operations,Manager,15,156,Hybrid,9,17,6,Good,5,82.11,90203,0
4574,41,Operations,Senior,16,120,Yes,11,9,14,Poor,5,66.64,164919,17
4575,22,IT,Mid,27,120,Yes,7,18,6,Good,6,60.78,146863,14
4576,27,IT,Entry,27,174,Yes,2,7,1,Poor,5,97.05,158933,12
4577,47,Sales,Mid,24,143,No,0,11,1,Average,4,72.56,168421,3
4578,50,Finance,Mid,8,203,Yes,8,12,4,Average,4,95.88,104445,0
4579,36,Finance,Mid,19,130,Yes,3,19,6,Average,7,99.28,192986,19
4580,58,Sales,Entry,13,208,Yes,10,6,2,Good,2,68.35,171646,13
4581,40,Operations,Mid,14,145,No,2,16,14,Good,5,67.32,100719,8
4582,30,Sales,Mid,3,218,Yes,13,19,13,Good,7,60.43,156715,3
4583,38,Operations,Manager,5,147,Yes,10,15,13,Average,2,75.55,78652,19
4584,53,HR,Senior,24,201,Hybrid,8,10,2,Average,1,60.78,189014,8
4585,49,Sales,Entry,19,129,No,1,6,13,Good,9,62.36,129078,6
4586,36,Marketing,Entry,3,172,Hybrid,3,4,2,Excellent,7,87.85,181017,2
4587,49,Sales,Mid,16,167,Yes,2,12,4,Good,4,71.87,157830,13
4588,30,HR,Manager,8,145,Hybrid,7,13,8,Average,4,60.77,36299,19
4589,48,Sales,Mid,4,176,Hybrid,5,8,9,Average,3,64.91,135083,0
4590,40,Marketing,Senior,12,201,Hybrid,1,8,14,Poor,6,59.68,62402,7
4591,28,Sales,Entry,28,217,Yes,10,13,4,Average,9,62.03,166996,16
4592,46,Operations,Mid,16,204,No,8,12,12,Poor,8,87.37,108195,6
4593,51,IT,Entry,17,183,Yes,2,8,13,Average,1,92.68,126409,14
4594,34,Finance,Entry,5,160,No,5,16,6,Average,4,97.72,68079,4
4595,23,Marketing,Senior,15,160,No,8,12,10,Average,4,99.53,124823,15
4596,39,Marketing,Mid,5,155,Hybrid,11,7,4,Average,5,70.36,79736,8
4597,29,Marketing,Entry,20,211,Yes,0,11,12,Poor,8,53.34,128859,5
4598,41,Operations,Senior,16,163,No,10,15,3,Average,3,80.14,163579,7
4599,30,IT,Senior,6,200,Yes,5,6,2,Average,9,53.46,95886,5
4600,34,IT,Mid,4,192,Yes,12,12,0,Average,1,84.85,80711,17
4601,42,Finance,Entry,23,162,No,13,12,9,Poor,4,85.19,45450,14
4602,49,HR,Manager,8,142,Yes,9,14,0,Average,7,57.4,68346,11
4603,28,Finance,Mid,11,208,No,8,15,2,Good,3,88.11,60745,11
4604,52,Marketing,Senior,11,162,Yes,14,6,8,Poor,7,63.1,114740,4
4605,44,Marketing,Manager,11,209,Yes,8,13,4,Average,2,69.02,135302,4
4606,34,Marketing,Entry,17,141,No,12,11,0,Average,4,53.07,86376,6
4607,57,Finance,Senior,28,137,Yes,14,13,3,Poor,8,71.56,112559,9
4608,23,HR,Entry,12,182,No,10,12,10,Average,1,65.2,76565,7
4609,55,HR,Mid,14,184,Yes,9,12,6,Poor,1,81.91,150544,17
4610,26,Finance,Senior,8,133,Yes,13,19,14,Poor,1,63.46,95092,8
4611,23,Operations,Mid,20,212,Hybrid,1,12,12,Good,9,80.95,168465,8
4612,55,Marketing,Mid,27,170,Hybrid,5,10,7,Average,3,65.04,45249,2
4613,23,Finance,Entry,25,198,Hybrid,9,5,8,Good,6,61.78,108737,8
4614,41,Finance,Senior,18,166,No,1,17,7,Poor,5,87.11,129002,1
4615,29,Sales,Entry,2,134,Yes,6,17,12,Good,9,65.42,173106,5
4616,44,Sales,Entry,3,136,Hybrid,3,3,14,Average,1,60.57,118267,7
4617,58,IT,Entry,11,200,Hybrid,8,19,6,Good,8,97.91,179157,11
4618,37,IT,Entry,22,210,No,7,6,3,Average,8,92.83,88615,8
4619,43,Finance,Mid,20,179,Yes,5,11,12,Poor,3,73.97,149049,9
4620,29,Sales,Entry,5,214,Hybrid,3,12,9,Average,8,53.73,147273,18
4621,47,Marketing,Entry,8,135,Yes,11,16,13,Average,9,76.57,152775,9
4622,44,IT,Entry,7,184,No,2,12,5,Average,1,51.76,118179,15
4623,37,Marketing,Senior,8,134,No,8,13,3,Good,2,91.57,193045,13
4624,42,Marketing,Senior,19,189,No,5,3,11,Good,2,71.19,108097,11
4625,50,IT,Mid,11,151,Hybrid,2,4,10,Excellent,3,60.71,91387,5
4626,41,Operations,Mid,18,156,Hybrid,3,8,2,Poor,7,88.22,138895,11
4627,33,Finance,Senior,22,199,No,10,19,10,Average,5,58.26,35510,2
4628,58,Sales,Entry,16,125,Hybrid,7,16,1,Poor,3,84.79,179832,12
4629,47,IT,Senior,19,130,Yes,3,3,4,Good,5,81.97,117682,5
4630,24,HR,Mid,15,194,Yes,12,14,9,Average,7,58.07,113836,1
4631,39,HR,Mid,29,144,No,3,10,8,Poor,4,83.22,56336,4
4632,22,Marketing,Manager,15,194,Hybrid,8,14,0,Average,7,89.11,124500,16
4633,40,HR,Senior,28,202,Hybrid,2,19,2,Average,3,88.88,60781,13
4634,34,Marketing,Mid,29,184,Yes,9,4,9,Good,2,80.17,162329,16
4635,54,Operations,Manager,17,193,Hybrid,1,15,9,Good,2,54.81,191901,13
4636,51,Operations,Entry,15,125,No,6,6,13,Good,3,58.56,192914,12
4637,43,Operations,Manager,8,150,No,0,6,2,Good,8,64.88,178236,18
4638,48,Operations,Senior,11,135,Hybrid,2,4,6,Average,5,96.87,149039,15
4639,34,Operations,Mid,3,188,Hybrid,9,4,8,Poor,4,54.79,187149,11
4640,29,Sales,Mid,13,164,Yes,2,3,10,Good,4,77.47,47850,19
4641,23,IT,Senior,6,130,Yes,6,7,10,Average,6,94.62,186445,6
4642,40,IT,Entry,9,124,Hybrid,9,8,4,Average,7,71.91,147600,0
4643,45,Sales,Entry,23,131,No,6,15,12,Excellent,1,94.06,85083,19
4644,26,Marketing,Mid,20,197,Yes,8,14,10,Average,6,66.15,190070,13
4645,29,Operations,Entry,29,129,Yes,1,5,2,Average,6,72.12,179530,3
4646,41,Finance,Mid,22,122,Yes,5,6,1,Poor,3,79.8,158823,2
4647,56,HR,Mid,16,203,No,9,18,12,Good,4,82.56,148244,1
4648,23,Operations,Entry,26,133,Yes,6,10,4,Poor,6,69.63,128310,19
4649,27,Sales,Mid,25,209,No,1,14,3,Average,1,73.0,137223,1
4650,37,HR,Mid,12,170,Yes,0,7,2,Good,1,80.63,50719,4
4651,57,Finance,Entry,17,144,Hybrid,11,9,5,Poor,9,92.57,174962,11
4652,23,Marketing,Mid,2,138,Yes,14,16,3,Average,8,67.83,91608,2
4653,35,Operations,Mid,1,199,No,2,7,10,Poor,1,77.98,121014,12
4654,59,HR,Mid,16,179,Hybrid,4,13,14,Average,5,87.94,79136,13
4655,47,Marketing,Manager,5,172,Hybrid,12,6,5,Poor,8,98.11,78247,3
4656,41,Operations,Manager,21,173,Hybrid,9,11,13,Poor,2,56.06,43020,11
4657,50,Finance,Mid,17,189,No,2,10,12,Average,4,53.98,138413,17
4658,25,Marketing,Senior,27,189,Yes,1,13,14,Good,6,51.86,150516,3
4659,41,Finance,Senior,17,152,No,10,18,1,Good,7,60.63,93871,5
4660,45,IT,Entry,24,193,No,14,13,5,Average,3,76.46,103145,17
4661,22,HR,Senior,8,146,Hybrid,12,14,10,Poor,3,58.43,193245,19
4662,46,HR,Entry,15,205,Yes,13,16,14,Poor,3,62.36,189748,3
4663,35,Finance,Entry,29,136,No,14,19,2,Excellent,7,58.2,44445,11
4664,56,Finance,Mid,12,212,Yes,9,12,2,Excellent,1,93.99,116278,17
4665,42,Sales,Senior,17,185,Yes,14,7,3,Good,9,93.62,145821,3
4666,57,Finance,Manager,10,143,Yes,9,10,3,Average,9,73.13,47845,14
4667,44,Finance,Mid,26,143,No,10,11,2,Average,9,66.42,74170,6
4668,41,Marketing,Mid,12,153,Hybrid,5,10,9,Good,3,96.12,97426,3
4669,47,Marketing,Mid,28,147,Hybrid,7,9,0,Good,1,81.51,165428,9
4670,48,HR,Entry,28,134,No,3,18,0,Average,8,58.14,111048,13
4671,35,Marketing,Senior,23,173,Hybrid,1,11,7,Average,6,90.51,93103,10
4672,57,Marketing,Mid,20,203,No,4,9,12,Average,1,65.53,85019,14
4673,25,HR,Mid,17,208,No,9,16,11,Poor,3,93.1,107683,1
4674,47,Operations,Mid,20,190,Hybrid,7,7,1,Good,5,76.78,153099,16
4675,37,IT,Entry,12,209,Yes,8,4,4,Average,7,84.65,145591,18
4676,41,Sales,Senior,8,180,Hybrid,8,4,6,Excellent,9,85.58,123653,10
4677,45,Marketing,Entry,27,126,Hybrid,13,12,10,Average,2,52.38,95362,6
4678,31,IT,Mid,18,167,Yes,3,15,2,Average,3,86.85,165549,15
4679,23,Sales,Entry,15,155,No,2,7,12,Good,8,61.57,102140,18
4680,30,HR,Mid,9,159,Hybrid,0,3,10,Good,3,88.16,118909,19
4681,39,Marketing,Entry,23,161,No,9,17,7,Good,4,65.41,149206,1
4682,51,Operations,Manager,21,172,Hybrid,9,9,1,Average,2,54.68,36457,2
4683,24,Marketing,Mid,14,141,Yes,13,10,6,Average,3,80.24,135795,16
4684,50,Finance,Senior,8,195,No,2,18,3,Average,3,99.46,179894,3
4685,28,Marketing,Senior,14,212,No,8,9,3,Good,3,51.24,176417,9
4686,46,Marketing,Entry,27,205,Yes,4,16,12,Average,4,50.84,174804,17
4687,45,IT,Mid,11,169,No,10,19,12,Average,9,59.19,47928,15
4688,27,IT,Manager,13,154,Hybrid,4,6,3,Average,6,56.78,75582,8
4689,36,Marketing,Mid,7,145,Yes,14,9,14,Average,4,86.4,158805,11
4690,36,Operations,Entry,11,128,No,1,19,8,Excellent,5,80.16,145258,13
4691,48,Sales,Senior,25,191,Yes,4,13,3,Poor,3,54.12,111849,5
4692,42,HR,Mid,26,184,Yes,2,7,3,Average,1,55.81,71068,14
4693,53,Operations,Senior,12,211,No,8,11,12,Good,7,88.07,51082,14
4694,53,IT,Mid,11,203,Hybrid,10,18,5,Average,7,60.63,121327,0
4695,33,Operations,Entry,6,165,No,11,10,10,Average,5,57.31,45762,2
4696,30,Operations,Mid,9,146,No,11,6,3,Good,3,52.8,150022,10
4697,41,Sales,Mid,11,198,No,12,7,13,Good,6,89.63,127241,6
4698,36,Operations,Entry,1,121,Yes,1,11,4,Good,3,97.06,138612,2
4699,34,Marketing,Senior,19,174,Hybrid,0,7,3,Average,2,92.11,41004,17
4700,29,Finance,Mid,16,173,No,4,16,1,Average,3,50.71,136883,18
4701,42,IT,Senior,17,133,No,10,18,10,Good,4,62.43,106259,0
4702,46,Operations,Manager,20,164,Yes,11,16,4,Excellent,9,90.41,179548,16
4703,56,IT,Mid,7,160,No,7,3,9,Good,8,88.74,54027,7
4704,51,Finance,Mid,1,194,Hybrid,0,12,1,Average,6,59.22,45032,10
4705,52,Marketing,Entry,13,121,No,11,12,4,Excellent,3,88.56,70969,5
4706,27,IT,Mid,15,125,Yes,8,15,4,Average,6,65.65,182861,1
4707,32,Marketing,Mid,3,210,Yes,6,16,13,Excellent,5,99.41,93691,2
4708,29,Sales,Entry,4,127,Hybrid,14,16,9,Average,9,95.49,71513,14
4709,29,IT,Entry,3,125,No,8,18,4,Average,1,93.83,63252,5
4710,33,Marketing,Entry,9,201,Hybrid,6,18,9,Average,8,73.37,182417,5
4711,24,Sales,Mid,27,176,No,3,12,8,Poor,6,76.54,78753,18
4712,37,Operations,Senior,15,147,Hybrid,14,5,10,Good,4,84.14,80941,9
4713,48,IT,Entry,6,205,Yes,7,5,0,Average,3,58.41,159164,18
4714,37,HR,Mid,26,190,Hybrid,11,7,13,Average,2,77.85,114563,4
4715,26,Marketing,Mid,6,199,Yes,6,12,9,Good,9,88.34,128375,0
4716,33,Sales,Mid,25,161,Hybrid,5,7,13,Good,7,52.71,37737,9
4717,24,Operations,Mid,8,159,No,10,18,4,Poor,1,61.24,105208,15
4718,56,HR,Senior,22,162,No,2,12,7,Average,7,91.63,140661,8
4719,24,Marketing,Mid,24,128,No,0,6,11,Average,7,70.51,91813,6
4720,52,IT,Mid,15,154,Yes,10,7,2,Average,1,57.96,191963,11
4721,45,Operations,Entry,25,123,No,10,11,4,Average,9,64.69,116391,7
4722,50,Marketing,Entry,27,166,Hybrid,2,3,4,Good,4,85.96,100193,18
4723,54,Sales,Mid,12,196,Yes,6,6,9,Good,9,81.05,72983,16
4724,59,IT,Senior,13,194,Hybrid,13,4,1,Good,9,79.91,111820,18
4725,37,IT,Entry,20,157,Yes,6,12,7,Good,1,70.32,84515,18
4726,54,Operations,Mid,5,165,Yes,7,15,14,Poor,2,86.56,50430,0
4727,31,IT,Manager,6,134,Yes,0,19,2,Average,1,87.72,100235,9
4728,51,Finance,Mid,7,154,No,9,10,13,Good,9,86.24,99939,7
4729,55,Sales,Mid,26,209,No,9,4,1,Average,6,89.91,102890,16
4730,56,HR,Mid,5,179,No,14,3,10,Poor,6,63.82,38494,7
4731,28,IT,Mid,28,174,No,7,6,6,Poor,8,95.56,106796,9
4732,27,Sales,Mid,5,159,No,4,7,3,Average,3,66.99,53104,9
4733,36,Finance,Mid,29,188,Yes,9,16,11,Good,7,63.85,116539,9
4734,53,Finance,Entry,10,124,No,3,16,5,Good,2,82.94,97905,16
4735,23,Operations,Manager,5,138,No,11,4,7,Excellent,5,98.16,132644,7
4736,53,IT,Entry,27,218,No,14,14,7,Average,1,62.81,162045,12
4737,49,Sales,Mid,7,180,Hybrid,10,4,11,Average,7,59.5,147278,10
4738,42,Finance,Mid,14,131,No,14,15,8,Good,3,52.56,140818,14
4739,38,IT,Senior,26,170,Hybrid,12,10,3,Average,8,73.49,82065,17
4740,40,Operations,Mid,15,153,Yes,5,18,2,Average,3,95.24,119910,2
4741,35,Marketing,Mid,26,157,Yes,5,13,9,Excellent,7,95.02,152213,16
4742,55,Marketing,Entry,19,207,Yes,10,3,3,Poor,3,88.61,58060,6
4743,41,Marketing,Manager,10,163,No,2,19,11,Excellent,8,62.56,156492,3
4744,42,HR,Entry,24,198,No,7,8,13,Poor,4,74.39,129115,7
4745,24,Sales,Manager,10,143,Yes,9,4,13,Good,4,55.79,186203,12
4746,35,Operations,Entry,20,215,Yes,14,9,2,Excellent,6,78.89,104388,18
4747,42,Marketing,Entry,14,183,No,10,3,12,Good,1,98.12,39432,4
4748,48,Finance,Entry,4,163,Hybrid,4,18,12,Excellent,6,87.53,84513,17
4749,28,HR,Mid,14,133,Hybrid,1,15,0,Good,7,72.03,162029,15
4750,50,Marketing,Entry,6,150,Hybrid,12,5,11,Average,7,82.92,42333,5
4751,30,IT,Mid,15,173,Yes,10,9,2,Excellent,9,78.73,111131,18
4752,36,Finance,Mid,24,124,Hybrid,2,9,2,Poor,6,82.84,156485,14
4753,49,HR,Senior,9,219,No,9,14,9,Average,1,52.93,167685,16
4754,59,HR,Mid,1,149,Hybrid,8,10,10,Good,3,81.63,128599,17
4755,36,Finance,Mid,18,178,Yes,7,8,10,Good,3,78.45,75000,5
4756,36,Marketing,Mid,15,197,Hybrid,14,16,5,Good,5,99.45,69342,8
4757,51,Operations,Entry,15,153,No,1,4,14,Average,3,53.55,65310,18
4758,53,Operations,Senior,26,176,Yes,7,16,3,Good,9,68.53,115632,9
4759,33,IT,Mid,6,120,Hybrid,14,5,2,Average,4,92.38,113800,16
4760,41,IT,Senior,15,184,Hybrid,0,17,13,Average,9,70.4,185606,12
4761,48,Operations,Entry,27,161,No,0,10,7,Good,2,99.56,168875,3
4762,23,Operations,Mid,7,156,No,13,10,8,Average,5,53.8,122081,6
4763,43,IT,Mid,14,146,No,9,8,12,Average,3,51.23,108028,4
4764,47,HR,Entry,27,175,Yes,2,11,3,Poor,1,86.75,93467,7
4765,29,Marketing,Entry,10,130,No,4,9,4,Good,7,97.53,181499,16
4766,57,Operations,Manager,21,195,Hybrid,10,5,11,Average,4,52.68,57851,8
